timestamp,open,high,low,close,mean,volume,num_trades,sma_3,ema_3,sma_6,ema_6,sma_12,ema_12,sma_24,ema_24,momentum_1h,momentum_6h,momentum_24h,volatility_6h,volatility_24h,volume_sma_6h,volume_change,price_range,price_range_pct,rsi,bb_upper,bb_lower,bb_width,hour,day_of_week,day_of_month,is_weekend,hour_sin,hour_cos,day_sin,day_cos,target_price_change,target_binary,market_total_trades,market_total_volume,market_avg_price,market_price_std,market_price_range,market_trades_per_hour,market_time_span_hours,market_num_tokens,market_is_active,market_is_closed,condition_id
2025-12-18 17:20:00.053894,0.46883307532264956,0.4735367383555055,0.4641294122897936,0.46883307532264956,0.46883307532264956,5387.0,53,,0.46883307532264956,,0.46883307532264956,,0.46883307532264956,,0.46883307532264956,,,,,,,,0.00940732606571193,2.0065406134662824,,,,,17,3,18,0,-0.9659258262890683,-0.25881904510252063,0.43388373911755823,-0.900968867902419,0.4948624447143525,1,100,1138512.0,0.6515923253452536,0.1272329874247731,0.41381347416508313,0.5,200,2,1,0,0x0000000000000000000000000000000000000000000000000000000000000000
2025-12-18 18:20:00.053894,0.46578376299685326,0.47516953385273925,0.45639799214096727,0.46578376299685326,0.46578376299685326,6884.0,68,,0.4668002004387854,,0.4670543097992684,,0.46718136447950986,,0.46724489181963064,-0.006504046933330732,,,,,,0.27789121960274743,0.018771541711771977,4.030097913030685,,,,,18,3,18,0,-1.0,-1.8369701987210297e-16,0.43388373911755823,-0.900968867902419,-1.6441750327202274,0,100,1138512.0,0.6515923253452536,0.1272329874247731,0.41381347416508313,0.5,200,2,1,0,0x0000000000000000000000000000000000000000000000000000000000000000
2025-12-18 19:20:00.053894,0.4521619794232255,0.46457113752051865,0.43975282132593235,0.4521619794232255,0.4521619794232255,2930.0,29,0.46225960591424275,0.4584355027156083,,0.46035959247425823,,0.4613192950233619,,0.46179271122521004,-0.029244865656082975,,,,,,-0.574375363160953,0.0248183161945863,5.488810940328145,,,,,19,3,18,0,-0.9659258262890684,0.2588190451025203,0.43388373911755823,-0.900968867902419,5.620910454348062,1,100,1138512.0,0.6515923253452536,0.1272329874247731,0.41381347416508313,0.5,200,2,1,0,0x0000000000000000000000000000000000000000000000000000000000000000
2025-12-18 20:20:00.053894,0.45728202495400244,0.4657845669291152,0.4487794829788897,0.45728202495400244,0.45728202495400244,4275.0,42,0.45840925579136044,0.45782031457608513,,0.45917084736226754,,0.46004488664083565,,0.4605203348353411,0.011323476461484017,,,,,,0.45904436860068265,0.017005083950225486,3.718730022667305,,,,,20,3,18,0,-0.8660254037844386,0.5000000000000001,0.43388373911755823,-0.900968867902419,-5.239342692073541,0,100,1138512.0,0.6515923253452536,0.1272329874247731,0.41381347416508313,0.5,200,2,1,0,0x0000000000000000000000000000000000000000000000000000000000000000
2025-12-18 21:20:00.053894,0.46754084758789377,0.4691924851833547,0.46588920999243283,0.46754084758789377,0.46754084758789377,1851.0,18,0.4589949506550406,0.4628373638725025,,0.46210848375193697,,0.4620815124397619,,0.4621677698041818,0.02243434483330775,,,,,,-0.5670175438596492,0.003303275190921884,0.7065211965893302,,,,,21,3,18,0,-0.7071067811865477,0.7071067811865474,0.43388373911755823,-0.900968867902419,-9.232425124191652,0,100,1138512.0,0.6515923253452536,0.1272329874247731,0.41381347416508313,0.5,200,2,1,0,0x0000000000000000000000000000000000000000000000000000000000000000
2025-12-18 22:20:00.053894,0.4538172497632391,0.4718659700462915,0.43576852948018674,0.4538172497632391,0.4538172497632391,4407.0,44,0.45954670743504517,0.45825571861065445,0.46090315667464393,0.4593767584785102,,0.460072861828123,,0.460470703651795,-0.029352724784276196,,,0.007355184837001198,,4289.0,1.380875202593193,0.036097440566104755,7.954179922631223,,,,,22,3,18,0,-0.5000000000000004,0.8660254037844384,0.43388373911755823,-0.900968867902419,-2.1917084381103273,0,100,1138512.0,0.6515923253452536,0.1272329874247731,0.41381347416508313,0.5,200,2,1,0,0x0000000000000000000000000000000000000000000000000000000000000000
2025-12-18 23:20:00.053894,0.4711531541408207,0.47475217180279106,0.46755413647885036,0.4711531541408207,0.4711531541408207,8518.0,85,0.4641704171639845,0.46475521368097444,0.46128983647767247,0.4630940853294185,,0.4625453902907168,,0.46240350806201086,0.0382001882621823,0.0049486244471435015,,0.007896523673167623,,4810.833333333333,0.932834127524393,0.007198035323940699,1.5277485167358793,,,,,23,3,18,0,-0.25881904510252157,0.9659258262890681,0.43388373911755823,-0.900968867902419,-3.5708905428885003,0,100,1138512.0,0.6515923253452536,0.1272329874247731,0.41381347416508313,0.5,200,2,1,0,0x0000000000000000000000000000000000000000000000000000000000000000
2025-12-19 00:20:00.053894,0.45812546265919424,0.4642005959640968,0.4520503293542917,0.45812546265919424,0.45812546265919424,3124.0,31,0.46103195552108467,0.46142733865827695,0.46001345308806263,0.4615712939583489,,0.4616230195188317,,0.4617004330795619,-0.027650651103850343,-0.016441750327202298,,0.007639612416400798,,4184.166666666667,-0.633247241136417,0.012150266609805116,2.652170114989628,,,,,0,4,19,0,0.0,1.0,-0.433883739117558,-0.9009688679024191,-3.8617352636301603,0,100,1138512.0,0.6515923253452536,0.1272329874247731,0.41381347416508313,0.5,200,2,1,0,0x0000000000000000000000000000000000000000000000000000000000000000
2025-12-19 01:20:00.053894,0.4775775993952127,0.49284317705133174,0.4623120217390937,0.4775775993952127,0.4775775993952127,3972.0,39,0.46895207206507594,0.4695182716302056,0.4642493897500605,0.46637712767620365,,0.4647794032893282,,0.46410679975472746,0.042460282873403976,0.056209104543480715,,0.009284535849752779,,4357.833333333333,0.27144686299615883,0.030531155312238045,6.39292030256478,,,,,1,4,19,0,0.25881904510252074,0.9659258262890683,-0.433883739117558,-0.9009688679024191,-9.152255979587496,0,100,1138512.0,0.6515923253452536,0.1272329874247731,0.41381347416508313,0.5,200,2,1,0,0x0000000000000000000000000000000000000000000000000000000000000000
2025-12-19 02:20:00.053894,0.433323452597409,0.4480002624646219,0.41864664273019614,0.433323452597409,0.433323452597409,1263.0,12,0.45634217155060536,0.45140317158642085,0.4602562943572949,0.4565950378880166,,0.4588185128583886,,0.45975280841389443,-0.092663782501201,-0.05239342692073545,,0.015768408806222454,,3855.8333333333335,-0.6820241691842901,0.02935361973442574,6.77406670663116,,,,,2,4,19,0,0.49999999999999994,0.8660254037844387,-0.433883739117558,-0.9009688679024191,-1.8914899025657503,0,100,1138512.0,0.6515923253452536,0.1272329874247731,0.41381347416508313,0.5,200,2,1,0,0x0000000000000000000000000000000000000000000000000000000000000000
